candidate_id,rank,score,reasoning
CAND_0093912,50,0.6243,"Rank #50: Strong match for retrieval-focused AI engineering role. 5 years at Razorpay, Flipkart building semantic search, ranking, or retrieval systems with Feature Engineering, SAP, CNN. Located in Chandigarh, Chandigarh, outside preferred cities. Behavioral signals: actively looking and open to work; strong open-source activity (github score 81.5); high recruiter search visibility (773 appearances in 30d). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0078492,51,0.6242,"Rank #51: Strong match for retrieval-focused AI engineering role. 5 years at Verloop.io, Adobe building semantic search, ranking, or retrieval systems with Machine Learning, Haystack, FAISS. Located in Kochi, Kerala, outside preferred cities. Behavioral signals: actively looking and open to work; willing to relocate; high recruiter search visibility (1014 appearances in 30d). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0079064,52,0.6239,"Rank #52: Strong match for retrieval-focused AI engineering role. 5 years at Niramai, Razorpay building semantic search, ranking, or retrieval systems with Illustrator, LlamaIndex, OpenSearch. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.91); high recruiter search visibility (386 appearances in 30d). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0018549,53,0.6234,"Rank #53: Strong match for retrieval-focused AI engineering role. 7 years at Uber, Flipkart building semantic search, ranking, or retrieval systems with Computer Vision, Weaviate, Kubernetes. Located in Coimbatore, Tamil Nadu, outside preferred cities. Behavioral signals: actively looking and open to work; high offer acceptance rate (0.89); willing to relocate; high recruiter search visibility (631 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0042100,54,0.6232,"Rank #54: Strong match for retrieval-focused AI engineering role. 7 years at Freshworks, Netflix building semantic search, ranking, or retrieval systems with Elasticsearch, Statistical Modeling, Learning to Rank. Located in Singapore, outside preferred cities. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.87); willing to relocate; high recruiter search visibility (462 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0047721,55,0.6229,"Rank #55: Strong match for retrieval-focused AI engineering role. 7 years at Microsoft, Observe.AI building semantic search, ranking, or retrieval systems with Learning to Rank, MLOps, Milvus. Located in Coimbatore, Tamil Nadu, outside preferred cities. Behavioral signals: strong open-source activity (github score 90.1); willing to relocate; high recruiter search visibility (219 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0041568,56,0.6225,"Rank #56: Strong match for retrieval-focused AI engineering role. 5 years at Haptik, Salesforce building semantic search, ranking, or retrieval systems with PEFT, Weaviate, Angular. Located in Sydney, outside preferred cities. Behavioral signals: actively looking and open to work; high recruiter search visibility (718 appearances in 30d). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0065195,57,0.6215,"Rank #57: Strong match for retrieval-focused AI engineering role. 5 years at CRED, Google building semantic search, ranking, or retrieval systems with LLMs, BentoML, QLoRA. Located in Kolkata, West Bengal, outside preferred cities. Behavioral signals: actively looking and open to work; strong open-source activity (github score 87.3); high recruiter search visibility (1027 appearances in 30d). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0037566,58,0.6198,"Rank #58: Strong match for retrieval-focused AI engineering role. 7 years at LinkedIn, Paytm building semantic search, ranking, or retrieval systems with Pinecone, Time Series, LlamaIndex. Behavioral signals: actively looking and open to work; immediate availability (notice period 15 days); strong open-source activity (github score 73.4); willing to relocate; high recruiter search visibility (708 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0032515,59,0.6196,"Rank #59: Strong match for retrieval-focused AI engineering role. 5 years at PharmEasy, Razorpay building semantic search, ranking, or retrieval systems with MLflow, Milvus, Vector Search. Located in Seattle, outside preferred cities. Behavioral signals: high recruiter search visibility (303 appearances in 30d). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0042506,60,0.6191,"Rank #60: Strong match for retrieval-focused AI engineering role. 4 years at Verloop.io, Meesho building semantic search, ranking, or retrieval systems with PEFT, TTS, scikit-learn. Behavioral signals: actively looking and open to work; immediate availability (notice period 15 days). JD fit: demonstrates retrieval/ranking expertise required by the JD."
CAND_0083879,61,0.6189,"Rank #61: Strong match for retrieval-focused AI engineering role. 7 years at Ola, PhonePe building semantic search, ranking, or retrieval systems with MLOps, Fine-tuning LLMs, Milvus. Behavioral signals: actively looking and open to work; high offer acceptance rate (0.85); high recruiter search visibility (574 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0057563,62,0.6182,"Rank #62: Strong match for retrieval-focused AI engineering role. 7 years at Locobuzz, Yellow.ai building semantic search, ranking, or retrieval systems with Deep Learning, Speech Recognition, RAG. Located in Indore, Madhya Pradesh, outside preferred cities. Behavioral signals: high recruiter engagement (response rate 0.83); willing to relocate; high recruiter search visibility (680 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0083307,63,0.618,"Rank #63: Strong match for retrieval-focused AI engineering role. 8 years at Netflix, Ola building semantic search, ranking, or retrieval systems with OpenCV, scikit-learn, Embeddings. Located in Vizag, Andhra Pradesh, outside preferred cities. Behavioral signals: actively looking and open to work; high recruiter search visibility (233 appearances in 30d). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0016163,64,0.6174,"Rank #64: Strong match for retrieval-focused AI engineering role. 7 years at Dream11, Verloop.io building semantic search, ranking, or retrieval systems with Hugging Face Transformers, Computer Vision, gRPC. Behavioral signals: actively looking and open to work; strong open-source activity (github score 95.0); high offer acceptance rate (0.85); high recruiter search visibility (1020 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0008239,65,0.6173,"Rank #65: Strong match for retrieval-focused AI engineering role. 4 years at Apple building semantic search, ranking, or retrieval systems with Milvus, Computer Vision, Feature Engineering. Located in Jaipur, Rajasthan, outside preferred cities. Behavioral signals: actively looking and open to work; immediate availability (notice period 15 days); willing to relocate; high recruiter search visibility (763 appearances in 30d). JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0051630,66,0.6166,"Rank #66: Strong match for retrieval-focused AI engineering role. 6 years at Razorpay, InMobi building semantic search, ranking, or retrieval systems with Elasticsearch, Hugging Face Transformers, BentoML. Located in Kolkata, West Bengal, outside preferred cities. Behavioral signals: high recruiter search visibility (107 appearances in 30d). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0070485,67,0.6166,"Rank #67: Strong match for retrieval-focused AI engineering role. 6 years at Saarthi.ai, Dream11 building semantic search, ranking, or retrieval systems with Kubernetes, Haystack, PEFT. Located in Coimbatore, Tamil Nadu, outside preferred cities. Behavioral signals: actively looking and open to work; high recruiter search visibility (855 appearances in 30d). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0011162,68,0.6164,"Rank #68: Strong match for retrieval-focused AI engineering role. 6 years at upGrad, Meesho building semantic search, ranking, or retrieval systems with Weights & Biases, FAISS, Vector Search. Located in Coimbatore, Tamil Nadu, outside preferred cities. Behavioral signals: actively looking and open to work; willing to relocate; high recruiter search visibility (216 appearances in 30d). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0010257,69,0.6163,"Rank #69: Strong match for retrieval-focused AI engineering role. 6 years at Google, PharmEasy building semantic search, ranking, or retrieval systems with Milvus, TensorFlow, MLflow. Behavioral signals: actively looking and open to work; willing to relocate; high recruiter search visibility (890 appearances in 30d). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0076163,70,0.6163,"Rank #70: Strong match for retrieval-focused AI engineering role. 7 years at Ola, Zoho building semantic search, ranking, or retrieval systems with Weaviate, LangChain, YOLO. Located in Chandigarh, Chandigarh, outside preferred cities. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.84); strong open-source activity (github score 84.6); high recruiter search visibility (219 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0094056,71,0.6152,"Rank #71: Strong match for retrieval-focused AI engineering role. 6 years at Rephrase.ai, Adobe building semantic search, ranking, or retrieval systems with MLflow, Pinecone, Milvus. Located in Chennai, Tamil Nadu, outside preferred cities. Behavioral signals: high recruiter engagement (response rate 0.82); willing to relocate; high recruiter search visibility (788 appearances in 30d). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0049538,72,0.6142,"Rank #72: Strong match for retrieval-focused AI engineering role. 6 years at Saarthi.ai, PolicyBazaar building semantic search, ranking, or retrieval systems with LlamaIndex, Feature Engineering, MLflow. Located in Jaipur, Rajasthan, outside preferred cities. Behavioral signals: strong open-source activity (github score 90.8); high recruiter search visibility (996 appearances in 30d). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0096142,73,0.6139,"Rank #73: Strong match for retrieval-focused AI engineering role. 5 years at upGrad, BYJU'S building semantic search, ranking, or retrieval systems with Kubeflow, LoRA, Weaviate. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.84); strong open-source activity (github score 80.5); high offer acceptance rate (0.82); high recruiter search visibility (715 appearances in 30d). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0030031,74,0.6127,"Rank #74: Strong match for retrieval-focused AI engineering role. 6 years at Microsoft, Amazon building semantic search, ranking, or retrieval systems with Information Retrieval, PyTorch, Object Detection. Located in Trivandrum, Kerala, outside preferred cities. Behavioral signals: high recruiter engagement (response rate 0.94); high recruiter search visibility (784 appearances in 30d). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0044855,75,0.6126,"Rank #75: Strong match for retrieval-focused AI engineering role. 7 years at Flipkart, LinkedIn building semantic search, ranking, or retrieval systems with Object Detection, Learning to Rank, Hugging Face Transformers. Located in Coimbatore, Tamil Nadu, outside preferred cities. Behavioral signals: willing to relocate; high recruiter search visibility (821 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0052682,76,0.6119,"Rank #76: Strong match for retrieval-focused AI engineering role. 7 years at Aganitha, Salesforce building semantic search, ranking, or retrieval systems with Statistical Modeling, QLoRA, Semantic Search. Located in Vizag, Andhra Pradesh, outside preferred cities. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.88); strong open-source activity (github score 72.4); high offer acceptance rate (0.85); high recruiter search visibility (850 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0024620,77,0.6105,"Rank #77: Strong match for retrieval-focused AI engineering role. 6 years at PharmEasy, Glance building semantic search, ranking, or retrieval systems with Statistical Modeling, Object Detection, Semantic Search. Located in New York, outside preferred cities. Behavioral signals: actively looking and open to work; willing to relocate; high recruiter search visibility (861 appearances in 30d). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0030468,78,0.6104,"Rank #78: Strong match for retrieval-focused AI engineering role. 5 years at Swiggy, CRED building semantic search, ranking, or retrieval systems with Information Retrieval Systems, Content Matching, Text Encoders. Located in Indore, Madhya Pradesh, outside preferred cities. Behavioral signals: actively looking and open to work; willing to relocate; high recruiter search visibility (148 appearances in 30d). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0041610,79,0.6099,"Rank #79: Strong match for retrieval-focused AI engineering role. 7 years at Observe.AI, InMobi building semantic search, ranking, or retrieval systems with OpenCV, LoRA, Statistical Modeling. Located in Indore, Madhya Pradesh, outside preferred cities. Behavioral signals: actively looking and open to work; willing to relocate; high recruiter search visibility (717 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0070202,80,0.607,"Rank #80: Strong match for retrieval-focused AI engineering role. 5 years at BYJU'S, Dream11 building semantic search, ranking, or retrieval systems with Microservices, Object Detection, OpenCV. Located in Jaipur, Rajasthan, outside preferred cities. Behavioral signals: high recruiter search visibility (450 appearances in 30d). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0069905,81,0.6069,"Rank #81: Strong match for retrieval-focused AI engineering role. 7 years at Sarvam AI, Nykaa building semantic search, ranking, or retrieval systems with Flask, Redux, LoRA. Located in Bhubaneswar, Odisha, outside preferred cities. Behavioral signals: actively looking and open to work; willing to relocate; high recruiter search visibility (315 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0074225,82,0.6064,"Rank #82: Strong match for retrieval-focused AI engineering role. 4 years at Unacademy, Mad Street Den building semantic search, ranking, or retrieval systems with Apache Beam, Statistical Modeling, Recommendation Systems. Located in Vizag, Andhra Pradesh, outside preferred cities. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.91); willing to relocate; high recruiter search visibility (654 appearances in 30d). JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0036184,83,0.604,"Rank #83: Strong match for retrieval-focused AI engineering role. 6 years at CRED, PolicyBazaar building semantic search, ranking, or retrieval systems with Image Classification, QLoRA, FAISS. Located in Trivandrum, Kerala, outside preferred cities. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.90); high recruiter search visibility (971 appearances in 30d). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0010149,84,0.6033,"Rank #84: Strong match for retrieval-focused AI engineering role. 7 years at InMobi, upGrad building semantic search, ranking, or retrieval systems with Computer Vision, Diffusion Models, Milvus. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.82); willing to relocate; high recruiter search visibility (441 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0084819,85,0.6028,"Rank #85: Strong match for retrieval-focused AI engineering role. 4 years at Dream11, Razorpay building semantic search, ranking, or retrieval systems with Semantic Search, BM25, MLOps. Located in Indore, Madhya Pradesh, outside preferred cities. Behavioral signals: actively looking and open to work; high recruiter search visibility (1056 appearances in 30d). JD fit: demonstrates retrieval/ranking expertise required by the JD."
CAND_0081686,86,0.6026,"Rank #86: Strong match for retrieval-focused AI engineering role. 6 years at Netflix, Niramai building semantic search, ranking, or retrieval systems with Machine Learning, Kubeflow, Embeddings. Located in Austin, outside preferred cities. Behavioral signals: high recruiter engagement (response rate 0.91); high recruiter search visibility (399 appearances in 30d). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0086151,87,0.6016,"Rank #87: Strong match for retrieval-focused AI engineering role. 8 years at Wysa, Glance building semantic search, ranking, or retrieval systems with Figma, LangChain, BentoML. Located in Vizag, Andhra Pradesh, outside preferred cities. Behavioral signals: actively looking and open to work; willing to relocate; high recruiter search visibility (432 appearances in 30d). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0095528,88,0.6006,"Rank #88: Strong match for retrieval-focused AI engineering role. 5 years at Netflix, Adobe building semantic search, ranking, or retrieval systems with Feature Engineering, OpenSearch, PyTorch. Located in Indore, Madhya Pradesh, outside preferred cities. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0054123,89,0.6004,"Rank #89: Strong match for retrieval-focused AI engineering role. 5 years at Meta, CRED building semantic search, ranking, or retrieval systems with LangChain, pgvector, Python. Behavioral signals: high recruiter engagement (response rate 0.87); strong open-source activity (github score 71.5); high offer acceptance rate (0.83); high recruiter search visibility (147 appearances in 30d). JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0045250,90,0.6,"Rank #90: Strong match for retrieval-focused AI engineering role. 7 years at Rephrase.ai, Paytm building semantic search, ranking, or retrieval systems with Sentence Transformers, Milvus, LoRA. Behavioral signals: immediate availability (notice period 15 days); high recruiter search visibility (1005 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0053695,91,0.5998,"Rank #91: Strong match for retrieval-focused AI engineering role. 6 years at Meesho, Genpact AI building semantic search, ranking, or retrieval systems with MLOps, Apache Flink, GCP. Located in Bhubaneswar, Odisha, outside preferred cities. Behavioral signals: actively looking and open to work; immediate availability (notice period 15 days); high recruiter search visibility (742 appearances in 30d). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0007460,92,0.5979,"Rank #92: Strong match for retrieval-focused AI engineering role. 5 years at Salesforce building semantic search, ranking, or retrieval systems with LangChain, PEFT, Embeddings. Behavioral signals: actively looking and open to work; high offer acceptance rate (0.84); high recruiter search visibility (1047 appearances in 30d). JD fit: demonstrates retrieval/ranking expertise required by the JD."
CAND_0040887,93,0.5968,"Rank #93: Strong match for retrieval-focused AI engineering role. 5 years at Netflix, Unacademy building semantic search, ranking, or retrieval systems with Reinforcement Learning, Computer Vision, SEO. Located in Toronto, outside preferred cities. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.84); immediate availability (notice period 15 days); high offer acceptance rate (0.88); high recruiter search visibility (846 appearances in 30d). JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0005538,94,0.5964,"Rank #94: Strong match for retrieval-focused AI engineering role. 6 years at Locobuzz, Google building semantic search, ranking, or retrieval systems with Project Management, Vector Representations, Deep Learning. Located in Kolkata, West Bengal, outside preferred cities. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.81); high offer acceptance rate (0.81); high recruiter search visibility (1147 appearances in 30d). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0058688,95,0.596,"Rank #95: Strong match for retrieval-focused AI engineering role. 7 years at Vedantu, Apple building semantic search, ranking, or retrieval systems with OpenCV, CNN, scikit-learn. Located in Berlin, outside preferred cities. Behavioral signals: actively looking and open to work; immediate availability (notice period 15 days); willing to relocate. JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0020708,96,0.5953,"Rank #96: Strong match for retrieval-focused AI engineering role. 4 years at PolicyBazaar building semantic search, ranking, or retrieval systems with Tally, NLP, Data Science. Located in Indore, Madhya Pradesh, outside preferred cities. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.84); strong open-source activity (github score 84.3). JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python."
CAND_0099806,97,0.5953,"Rank #97: Strong match for retrieval-focused AI engineering role. 5 years at Mad Street Den, upGrad building semantic search, ranking, or retrieval systems with LoRA, OpenCV, Statistical Modeling. Located in Bhubaneswar, Odisha, outside preferred cities. Behavioral signals: actively looking and open to work; strong open-source activity (github score 86.9); willing to relocate; high recruiter search visibility (401 appearances in 30d). JD fit: demonstrates retrieval/ranking expertise required by the JD."
CAND_0010685,98,0.5949,"Rank #98: Strong match for retrieval-focused AI engineering role. 7 years at Microsoft, Mad Street Den building semantic search, ranking, or retrieval systems with Prompt Engineering, LlamaIndex, Deep Learning. Located in Kolkata, West Bengal, outside preferred cities. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.83); high recruiter search visibility (779 appearances in 30d). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0076251,99,0.5948,"Rank #99: Strong match for retrieval-focused AI engineering role. 8 years at Haptik, CRED building semantic search, ranking, or retrieval systems with Fine-tuning LLMs, Reinforcement Learning, Hugging Face Transformers. Located in Bhubaneswar, Odisha, outside preferred cities. Behavioral signals: actively looking and open to work; willing to relocate; high recruiter search visibility (237 appearances in 30d). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD."
CAND_0000031,100,0.5946,"Rank #100: Strong match for retrieval-focused AI engineering role. 6 years at Mad Street Den, Uber building semantic search, ranking, or retrieval systems with Go, MLflow, FAISS. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.91); willing to relocate; high recruiter search visibility (778 appearances in 30d). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD."
