rank,name,final_score,semantic_score,experience_score,behavioral_score,retrieval_score,career_growth_score,location_score,education_score,skill_depth_score,skill_duration_score,skill_endorsement_score,leadership_score,job_stability_score,startup_mindset_score,title_semantic_score,experience_semantic_score,honeypot_flag,honeypot_type,reasoning,current_title,current_company,experience_years,location
67,Candidate_0019,0.7971,0.7009,1.0,0.7201,1.0,0.62,1.0,1.0,0.6333,1.0,1.0,0.0,1.0,1.0,0.4277,0.6863,False,,"Rank #67: Strong match for retrieval-focused AI engineering role. 7 years at BrowserStack, Meesho building semantic search, ranking, or retrieval systems with Sentence Transformers, Qdrant, Kubernetes. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.94); strong open-source activity (github score 81). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Recommendation Systems Engineer,Cashfree,7.0,Delhi NCR
68,Candidate_0040,0.7967,0.7077,1.0,0.6406,1.0,0.62,1.0,1.0,0.6367,1.0,1.0,0.0,1.0,1.0,0.662,0.6984,False,,"Rank #68: Strong match for retrieval-focused AI engineering role. 6 years at Ola, Dukaan building semantic search, ranking, or retrieval systems with A/B Testing, LoRA, BM25. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD.",Senior Machine Learning Engineer,Setu,6.0,Hyderabad
69,Candidate_0080,0.7963,0.744,1.0,0.7045,0.9,0.62,1.0,0.9,0.6417,1.0,1.0,0.0,1.0,0.85,0.656,0.7619,False,,"Rank #69: Strong match for retrieval-focused AI engineering role. 9 years at Unacademy, Amazon building semantic search, ranking, or retrieval systems with Kubernetes, Semantic Search, Sentence Transformers. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.90); strong open-source activity (github score 96); high offer acceptance rate (0.99). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD.",AI Platform Engineer,ShareChat,9.0,Noida
70,Candidate_0063,0.7963,0.7732,1.0,0.5829,0.95,0.62,1.0,1.0,0.5767,1.0,1.0,0.0,1.0,1.0,0.6193,0.673,False,,"Rank #70: Strong match for retrieval-focused AI engineering role. 7 years at Unacademy, Freshworks building semantic search, ranking, or retrieval systems with MLflow, MRR, Ranking Systems. JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",NLP Engineer,CRED,7.0,Hyderabad
71,Candidate_0003,0.7963,0.7344,1.0,0.7408,0.75,0.62,1.0,1.0,0.7433,1.0,1.0,0.0,1.0,1.0,0.656,0.7362,False,,"Rank #71: Strong match for retrieval-focused AI engineering role. 9 years at Cashfree, Hasura building semantic search, ranking, or retrieval systems with Kubernetes, Fine-Tuning, PyTorch. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.92); immediate availability (notice period 15 days); strong open-source activity (github score 86); high offer acceptance rate (0.87). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",AI Platform Engineer,Meta,9.0,Noida
72,Candidate_0095,0.7955,0.7131,1.0,0.76,0.95,0.62,1.0,0.9,0.6033,1.0,1.0,0.0,1.0,1.0,0.4649,0.6875,False,,"Rank #72: Strong match for retrieval-focused AI engineering role. 7 years at Apple, Ola building semantic search, ranking, or retrieval systems with Semantic Search, Information Retrieval, Embeddings. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.92); immediate availability (notice period 15 days). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Vector Search Engineer,Sarvam AI,7.0,Noida
73,Candidate_0132,0.7955,0.7044,1.0,0.6662,0.95,0.62,1.0,1.0,0.7607,0.9357,1.0,0.0,1.0,1.0,0.5453,0.7399,False,,"Rank #73: Strong match for retrieval-focused AI engineering role. 7 years at Cashfree, Zepto building semantic search, ranking, or retrieval systems with LoRA, Python, Ranking Systems. Behavioral signals: actively looking and open to work; strong open-source activity (github score 98). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Retrieval Engineer,Zepto,7.0,Pune
74,Candidate_0114,0.7953,0.7149,1.0,0.7671,0.85,0.62,1.0,1.0,0.675,0.9083,1.0,0.0,1.0,1.0,0.5453,0.7498,False,,"Rank #74: Strong match for retrieval-focused AI engineering role. 5 years at PhonePe, Flipkart building semantic search, ranking, or retrieval systems with Kubernetes, A/B Testing, Information Retrieval. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.90); immediate availability (notice period 15 days); strong open-source activity (github score 96); high offer acceptance rate (0.93). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD.",Retrieval Engineer,Swiggy,5.0,Delhi NCR
75,Candidate_0092,0.7953,0.6946,1.0,0.7065,0.95,0.62,1.0,1.0,0.6467,0.9889,1.0,0.0,1.0,1.0,0.6135,0.715,False,,"Rank #75: Strong match for retrieval-focused AI engineering role. 8 years at Nixtla, Microsoft building semantic search, ranking, or retrieval systems with A/B Testing, Ranking Systems, LoRA. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.89); immediate availability (notice period 15 days); high offer acceptance rate (0.97). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",Search Engineer,Hasura,8.0,Hyderabad
76,Candidate_0109,0.7951,0.6774,1.0,0.7132,0.95,0.62,1.0,1.0,0.72,0.9444,1.0,0.0,1.0,1.0,0.6672,0.6826,False,,"Rank #76: Strong match for retrieval-focused AI engineering role. 8 years at Google, Razorpay building semantic search, ranking, or retrieval systems with Qdrant, Semantic Search, NLP. Behavioral signals: actively looking and open to work; immediate availability (notice period 0 days). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Applied ML Engineer,Zomato,8.0,Mumbai
77,Candidate_0144,0.7939,0.6805,1.0,0.7218,0.95,0.62,1.0,1.0,0.6786,0.9667,1.0,0.0,1.0,1.0,0.662,0.6103,False,,"Rank #77: Strong match for retrieval-focused AI engineering role. 6 years at Google, CRED building semantic search, ranking, or retrieval systems with QLoRA, Kubernetes, Elasticsearch. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.82); strong open-source activity (github score 85). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Senior Machine Learning Engineer,Microsoft,6.0,Delhi NCR
78,Candidate_0002,0.7934,0.7083,1.0,0.5666,1.0,0.62,1.0,1.0,0.74,1.0,1.0,0.0,1.0,1.0,0.656,0.7223,False,,"Rank #78: Strong match for retrieval-focused AI engineering role. 9 years at Amazon, Cashfree building semantic search, ranking, or retrieval systems with Ranking Systems, Semantic Search, Kubernetes. Behavioral signals: strong open-source activity (github score 99). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD.",AI Platform Engineer,Freshworks,9.0,Delhi NCR
79,Candidate_0017,0.7934,0.728,1.0,0.6981,0.85,0.62,1.0,1.0,0.7067,0.8756,1.0,0.0,1.0,1.0,0.6681,0.6897,False,,"Rank #79: Strong match for retrieval-focused AI engineering role. 8 years at Cashfree, Freshworks building semantic search, ranking, or retrieval systems with LLMs, LoRA, BM25. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.94); strong open-source activity (github score 82). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",Ranking Engineer,Flipkart,8.0,Mumbai
80,Candidate_0128,0.7931,0.7177,1.0,0.6702,1.0,0.62,1.0,1.0,0.6133,0.7,1.0,0.0,1.0,1.0,0.6672,0.7206,False,,"Rank #80: Strong match for retrieval-focused AI engineering role. 5 years at PhonePe, Ola building semantic search, ranking, or retrieval systems with FAISS, Pinecone, Recommendation Systems. Behavioral signals: high recruiter engagement (response rate 0.99); immediate availability (notice period 0 days); strong open-source activity (github score 81). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD.",Applied ML Engineer,Setu,5.0,Delhi NCR
81,Candidate_0023,0.7926,0.7571,1.0,0.719,0.85,0.62,1.0,0.8,0.6367,1.0,1.0,0.0,1.0,1.0,0.5707,0.6962,False,,"Rank #81: Strong match for retrieval-focused AI engineering role. 6 years at Meta, Google building semantic search, ranking, or retrieval systems with NDCG, FAISS, PyTorch. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.97); strong open-source activity (github score 78); high offer acceptance rate (0.82). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Search Infrastructure Engineer,Microsoft,6.0,Delhi NCR
82,Candidate_0143,0.7926,0.6832,1.0,0.741,0.9,0.62,1.0,1.0,0.6375,1.0,1.0,0.0,1.0,1.0,0.668,0.6907,False,,"Rank #82: Strong match for retrieval-focused AI engineering role. 8 years at Microsoft, Freshworks building semantic search, ranking, or retrieval systems with Transformers, Distributed Systems, MRR. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.83); immediate availability (notice period 0 days); strong open-source activity (github score 88). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",AI Infrastructure Engineer,Razorpay,8.0,Delhi NCR
83,Candidate_0142,0.7918,0.7416,1.0,0.6646,0.9,0.62,1.0,0.9,0.6667,1.0,1.0,0.0,1.0,0.85,0.656,0.7465,False,,"Rank #83: Strong match for retrieval-focused AI engineering role. 6 years at Zoho, Dukaan building semantic search, ranking, or retrieval systems with Ranking Systems, Transformers, Weaviate. Behavioral signals: actively looking and open to work; strong open-source activity (github score 74); high offer acceptance rate (0.86). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD.",AI Platform Engineer,Zoho,6.0,Bangalore
84,Candidate_0112,0.7913,0.7622,1.0,0.6134,0.9,0.62,1.0,1.0,0.6033,1.0,1.0,0.0,1.0,0.85,0.6672,0.7118,False,,"Rank #84: Strong match for retrieval-focused AI engineering role. 7 years at Google, Freshworks building semantic search, ranking, or retrieval systems with Fine-Tuning, Docker, Distributed Systems. Behavioral signals: immediate availability (notice period 0 days); strong open-source activity (github score 79); high offer acceptance rate (0.83). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD.",Applied ML Engineer,Freshworks,7.0,Hyderabad
85,Candidate_0115,0.7912,0.6761,1.0,0.6259,1.0,0.62,1.0,1.0,0.7633,0.9689,1.0,0.0,1.0,1.0,0.6135,0.7119,False,,"Rank #85: Strong match for retrieval-focused AI engineering role. 7 years at Zomato, Postman building semantic search, ranking, or retrieval systems with Information Retrieval, Elasticsearch, Vector Databases. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.93). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Search Engineer,Krutrim,7.0,Noida
86,Candidate_0071,0.7908,0.773,1.0,0.5542,1.0,0.65,1.0,0.7,0.7233,0.9133,1.0,0.0,1.0,1.0,0.5453,0.7059,False,,"Rank #86: Strong match for retrieval-focused AI engineering role. 5 years at Freshworks, BrowserStack building semantic search, ranking, or retrieval systems with RAG, A/B Testing, Semantic Search. Behavioral signals: immediate availability (notice period 15 days). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD.",Retrieval Engineer,Zoho,5.0,Delhi NCR
87,Candidate_0070,0.7901,0.688,1.0,0.6324,0.95,0.62,1.0,0.9,0.8033,1.0,1.0,0.0,1.0,1.0,0.6681,0.6886,False,,"Rank #87: Strong match for retrieval-focused AI engineering role. 9 years at Hasura, Google building semantic search, ranking, or retrieval systems with LoRA, LLMs, Semantic Search. Behavioral signals: high recruiter engagement (response rate 0.81); high offer acceptance rate (0.97). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD.",Ranking Engineer,Cashfree,9.0,Mumbai
88,Candidate_0035,0.7895,0.711,1.0,0.5667,1.0,0.62,1.0,1.0,0.6767,0.9578,1.0,0.0,1.0,1.0,0.6607,0.7066,False,,"Rank #88: Strong match for retrieval-focused AI engineering role. 7 years at Unacademy, Sarvam AI building semantic search, ranking, or retrieval systems with Sentence Transformers, Elasticsearch, BM25. Behavioral signals: high recruiter engagement (response rate 0.83); immediate availability (notice period 0 days); strong open-source activity (github score 96). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",ML Engineer,Amazon,7.0,Pune
89,Candidate_0105,0.7892,0.6868,1.0,0.732,0.9,0.62,1.0,1.0,0.5536,1.0,1.0,0.0,1.0,1.0,0.6672,0.7399,False,,"Rank #89: Strong match for retrieval-focused AI engineering role. 5 years at CRED, Swiggy building semantic search, ranking, or retrieval systems with Elasticsearch, LoRA, LLMs. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.89); immediate availability (notice period 0 days); strong open-source activity (github score 96); high offer acceptance rate (0.89). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD.",Applied ML Engineer,Meesho,5.0,Hyderabad
90,Candidate_0136,0.789,0.6869,1.0,0.7084,1.0,0.62,1.0,0.8,0.6267,1.0,1.0,0.0,1.0,1.0,0.6135,0.6654,False,,"Rank #90: Strong match for retrieval-focused AI engineering role. 9 years at Krutrim, Nixtla building semantic search, ranking, or retrieval systems with Python, Sentence Transformers, Retrieval Systems. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.83); strong open-source activity (github score 97). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Search Engineer,Nixtla,9.0,Pune
91,Candidate_0103,0.7889,0.7378,1.0,0.5993,0.95,0.62,1.0,1.0,0.6769,1.0,0.9185,0.0,1.0,1.0,0.4424,0.7409,False,,"Rank #91: Strong match for retrieval-focused AI engineering role. 9 years at Sarvam AI, Flipkart building semantic search, ranking, or retrieval systems with Learning to Rank, MAP, BM25. Behavioral signals: immediate availability (notice period 15 days); strong open-source activity (github score 77); high offer acceptance rate (0.99). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Senior NLP Scientist,Dukaan,9.0,Delhi NCR
92,Candidate_0073,0.7882,0.7232,1.0,0.7563,0.9,0.62,1.0,0.7,0.63,1.0,1.0,0.0,1.0,0.85,0.656,0.7371,False,,"Rank #92: Strong match for retrieval-focused AI engineering role. 6 years at Postman, Razorpay building semantic search, ranking, or retrieval systems with Docker, Elasticsearch, NDCG. Behavioral signals: actively looking and open to work; immediate availability (notice period 15 days); strong open-source activity (github score 76); high offer acceptance rate (0.83). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",AI Platform Engineer,Zepto,6.0,Delhi NCR
93,Candidate_0110,0.788,0.7345,1.0,0.5207,1.0,0.62,1.0,0.9,0.7133,1.0,1.0,0.0,1.0,1.0,0.6672,0.6507,False,,"Rank #93: Strong match for retrieval-focused AI engineering role. 8 years at Cashfree, Dukaan building semantic search, ranking, or retrieval systems with Semantic Search, Retrieval Systems, MAP. Behavioral signals: strong open-source activity (github score 74). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",Applied ML Engineer,Cashfree,8.0,Bangalore
94,Candidate_0077,0.7878,0.6976,1.0,0.6939,0.8,0.62,1.0,1.0,0.7708,1.0,1.0,0.0,1.0,1.0,0.662,0.7243,False,,"Rank #94: Strong match for retrieval-focused AI engineering role. 8 years at Sarvam AI, Microsoft building semantic search, ranking, or retrieval systems with Weaviate, Vector Databases, A/B Testing. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.84); strong open-source activity (github score 90). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Senior Machine Learning Engineer,CRED,8.0,Mumbai
95,Candidate_0116,0.7876,0.7529,1.0,0.6208,0.85,0.62,1.0,1.0,0.6962,1.0,1.0,0.0,1.0,1.0,0.4277,0.7495,False,,"Rank #95: Strong match for retrieval-focused AI engineering role. 7 years at Amazon, Zomato building semantic search, ranking, or retrieval systems with FastAPI, Fine-Tuning, Retrieval Systems. Behavioral signals: high recruiter engagement (response rate 0.93); immediate availability (notice period 0 days). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Recommendation Systems Engineer,Hasura,7.0,Noida
96,Candidate_0058,0.7872,0.7115,1.0,0.6673,0.95,0.62,1.0,0.9,0.6067,1.0,1.0,0.0,1.0,1.0,0.5707,0.6814,False,,"Rank #96: Strong match for retrieval-focused AI engineering role. 9 years at Sarvam AI, Postman building semantic search, ranking, or retrieval systems with QLoRA, Recommendation Systems, Qdrant. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.95); strong open-source activity (github score 84). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD.",Search Infrastructure Engineer,Setu,9.0,Bangalore
97,Candidate_0004,0.7864,0.6792,1.0,0.7448,0.95,0.62,1.0,0.9,0.6767,0.9778,1.0,0.0,1.0,1.0,0.4277,0.6499,False,,"Rank #97: Strong match for retrieval-focused AI engineering role. 6 years at Razorpay, Dukaan building semantic search, ranking, or retrieval systems with Milvus, Kubernetes, Information Retrieval. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 1.00); strong open-source activity (github score 89). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Recommendation Systems Engineer,Meesho,6.0,Bangalore
98,Candidate_0072,0.7856,0.7368,1.0,0.7285,0.85,0.62,1.0,0.9,0.54,1.0,1.0,0.0,1.0,1.0,0.4649,0.74,False,,"Rank #98: Strong match for retrieval-focused AI engineering role. 8 years at Flipkart, Amazon building semantic search, ranking, or retrieval systems with Docker, Kubernetes, Fine-Tuning. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.90); strong open-source activity (github score 96). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",Vector Search Engineer,Ola,8.0,Hyderabad
99,Candidate_0029,0.7853,0.7348,1.0,0.6878,0.9,0.62,1.0,0.7,0.7133,1.0,1.0,0.0,1.0,0.85,0.6135,0.7136,False,,"Rank #99: Strong match for retrieval-focused AI engineering role. 8 years at BrowserStack, Swiggy building semantic search, ranking, or retrieval systems with NLP, A/B Testing, Elasticsearch. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.91); strong open-source activity (github score 87). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",Search Engineer,BrowserStack,8.0,Hyderabad
100,Candidate_0068,0.7846,0.6692,1.0,0.7279,0.85,0.62,1.0,1.0,0.6643,1.0,1.0,0.0,1.0,1.0,0.6672,0.7263,False,,"Rank #100: Strong match for retrieval-focused AI engineering role. 6 years at Amazon, Dukaan building semantic search, ranking, or retrieval systems with Milvus, QLoRA, MLflow. Behavioral signals: actively looking and open to work; strong open-source activity (github score 94); high offer acceptance rate (0.98). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD.",Applied ML Engineer,PhonePe,6.0,Bangalore
